tweet_id,tweet_text,label
'451585608612208640',guys northem chile really needs a support message prayforchile,sympathy_and_emotional_support
'451500842395250688',rt @euphorian54: rehearsal time w/ @debbiegibson &amp; teamdeb for @bizarro_chile hitparade &amp; @blondieclub chile santiago http://tco/a,not_related_or_irrelevant
'451833189439246336',happy b-day @allrisesilver https://tco/jcfckbv4ea happyhyukday,not_related_or_irrelevant
'451330668539031552',rt @kuroab_90: my heart goes out to the victims of the 82 magnitude earthquake in chile may god be with u all  prayforchile,sympathy_and_emotional_support
'451489071404040192',chile earthquake: 5 dead several seriously injured http://tco/9v1xr25bng,injured_or_dead_people
'451253361501675520',rt @jarekkuzniar: nowe zdjcia z chile @rt_com: damage &amp; fires in northern chile following 82 quake http://tco/6pxo7g4vqv http://tco/,infrastructure_and_utilities_damage
'451269630560976896',tsunami watch continues: chile extended its tsunami warnings for the northern region after they were lifted el http://tco/6gf0rgwg9z,caution_and_advice
'451416874711252993',"rt @laughtopia: mt - ""in prayer for chile and all affected by earthquakes may all beings be safe"" ~@spiritualnurse http://tco/4vlgesnhv6",sympathy_and_emotional_support
'452348504342818817',@mayo__31 but not his home =/,not_related_or_irrelevant
'452183730866487296',rt @newearthquake: 47 earthquake west chile rise apr 4 02:53 at epicenter (32m ago 1294km valdivia depth 10km) http://tco/1fyuyxackj,other_useful_information
'451205465381150720',sending and surrounding the beings of chile with an abundance of love light and prayers may all be safe earthquake tsunami,sympathy_and_emotional_support
'451554289719451648',another large quake (74m) strikes the n coast of chile again 6 miles deep no threat of tsunami,other_useful_information
'451441703309033472',looks fab rt @aktravel_uk: welcome backrt @cinderspaxton: galloping through grapevines fitting last day in chile http://tco/fj4e4jnvvz,not_related_or_irrelevant
'451979533994840064',uk tv usa news chile earthquake not significant negative: rame ceo http://tco/xpxix2feox,other_useful_information
'451236703290683393',tsunami alert after 82 quake strikes off chile - bbc news: bbc newstsunami alert after 82 quake strikes off chilebbc newsa quake of,other_useful_information
'451190330079969281',@9newsaus: just in: tsunami warning has been dropped for all countries except chile and peru 9news huh terribly written tweet,caution_and_advice
'451297413593325568',at 11 - cumbria charity backs barnardos to better protect kids and worries about tsunami caused by quake near chile http://tco/5woupt20oc,donation_needs_or_offers_or_volunteering_services
'451349276338036737',my prayers goes for all the people who are severely affected by the earthquake at chile prayforchile,sympathy_and_emotional_support
'451587866888384512',breaking: a 78-magnitude earthquake struck off chiles northern coast wednesday night triggering a tsunami http://tco/wrbyo79to2,other_useful_information
'456794233655922688',lets show our solidarity w earthquake + wildfire victims in chiledonate http://tco/6hn9plnnkv 1000techos valpo http://tco/muuregrbka,donation_needs_or_offers_or_volunteering_services
'451796465623764992',laundry day chile vscocam patabronia2014 laundry http://tco/jkgszitykd,not_related_or_irrelevant
'451236289690361857',@wampumqueen 82 earthquake in chile hopefully he is ok,sympathy_and_emotional_support
